First Year Degree Engineering - First Round - Closing Rank - Institute Wise (A.Y. 2024-25),,,,,,,
,,,,,,,
Inst_Name,Course_name,Alloted_Cat,Quota,Institute Type,First Rank,Last Rank,
"INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY OF SCIENCE & TECHNOLOGY, AHMEDABAD",COMPUTER SCIENCE & ENGINEERING,ST,GUJCET-Based,Self-Finance,1945.00,12040.00,
"INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY OF SCIENCE & TECHNOLOGY, AHMEDABAD",ELECTRONICS & COMMUNICATION ENGINEERING,SC,GUJCET-Based,Self-Finance,2232.00,3936.00,
"INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY OF SCIENCE & TECHNOLOGY, AHMEDABAD",ELECTRONICS & INSTRUMENTATION ENGINEERING,EWS,GUJCET-Based,Self-Finance,2337.00,2544.00,
"INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY OF SCIENCE & TECHNOLOGY, AHMEDABAD",COMPUTER SCIENCE & ENGINEERING,ESM,GUJCET-Based,Self-Finance,2609.00,2609.00,
"INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY OF SCIENCE & TECHNOLOGY, AHMEDABAD",ELECTRONICS & INSTRUMENTATION ENGINEERING,SEBC,GUJCET-Based,Self-Finance,2758.00,4636.00,
"INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY OF SCIENCE & TECHNOLOGY, AHMEDABAD",MECHANICAL ENGINEERING,EWS,GUJCET-Based,Self-Finance,3107.00,3785.00,
"INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY OF SCIENCE & TECHNOLOGY, AHMEDABAD",MECHANICAL ENGINEERING,SEBC,GUJCET-Based,Self-Finance,3251.00,9113.00,
"INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY OF SCIENCE & TECHNOLOGY, AHMEDABAD",CHEMICAL ENGINEERING,EWS,GUJCET-Based,Self-Finance,3904.00,4540.00,
"INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY OF SCIENCE & TECHNOLOGY, AHMEDABAD",ELECTRONICS & INSTRUMENTATION ENGINEERING,SC,GUJCET-Based,Self-Finance,4324.00,6535.00,
"INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY OF SCIENCE & TECHNOLOGY, AHMEDABAD",MECHANICAL ENGINEERING,SC,GUJCET-Based,Self-Finance,4360.00,6484.00,
"INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY OF SCIENCE & TECHNOLOGY, AHMEDABAD",ELECTRICAL ENGINEERING,EWS,GUJCET-Based,Self-Finance,4512.00,5135.00,
"INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY OF SCIENCE & TECHNOLOGY, AHMEDABAD",ELECTRICAL ENGINEERING,SC,GUJCET-Based,Self-Finance,4547.00,8167.00,
"INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY OF SCIENCE & TECHNOLOGY, AHMEDABAD",ELECTRONICS & COMMUNICATION ENGINEERING,ST,GUJCET-Based,Self-Finance,5217.00,33341.00,
"INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY OF SCIENCE & TECHNOLOGY, AHMEDABAD",MECHANICAL ENGINEERING,ESM,GUJCET-Based,Self-Finance,5907.00,5907.00,
"INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY OF SCIENCE & TECHNOLOGY, AHMEDABAD",CIVIL ENGINEERING,SEBC,GUJCET-Based,Self-Finance,6428.00,15087.00,
"INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY OF SCIENCE & TECHNOLOGY, AHMEDABAD",CHEMICAL ENGINEERING,SC,GUJCET-Based,Self-Finance,6506.00,8192.00,
"INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY OF SCIENCE & TECHNOLOGY, AHMEDABAD",ELECTRICAL ENGINEERING,SEBC,GUJCET-Based,Self-Finance,6617.00,9732.00,
"INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY OF SCIENCE & TECHNOLOGY, AHMEDABAD",CIVIL ENGINEERING,EWS,GUJCET-Based,Self-Finance,8036.00,9562.00,
"INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY OF SCIENCE & TECHNOLOGY, AHMEDABAD",CIVIL ENGINEERING,SC,GUJCET-Based,Self-Finance,8409.00,18158.00,
"INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY OF SCIENCE & TECHNOLOGY, AHMEDABAD",CHEMICAL ENGINEERING,SEBC,GUJCET-Based,Self-Finance,8923.00,11481.00,
"INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY OF SCIENCE & TECHNOLOGY, AHMEDABAD",ELECTRONICS & COMMUNICATION ENGINEERING,ESM,GUJCET-Based,Self-Finance,10445.00,10445.00,
"INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY OF SCIENCE & TECHNOLOGY, AHMEDABAD",ARTIFICIAL INTELLIGENCE(AI) AND MACHINE LEARNING,ST,GUJCET-Based,Self-Finance,12840.00,18391.00,
"INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY OF SCIENCE & TECHNOLOGY, AHMEDABAD",CIVIL ENGINEERING,ESM,GUJCET-Based,Self-Finance,14104.00,14104.00,
"INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY OF SCIENCE & TECHNOLOGY, AHMEDABAD",ELECTRICAL ENGINEERING,ST,GUJCET-Based,Self-Finance,16891.00,38695.00,
"INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY OF SCIENCE & TECHNOLOGY, AHMEDABAD",CIVIL ENGINEERING,ST,GUJCET-Based,Self-Finance,18786.00,25773.00,
"INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY OF SCIENCE & TECHNOLOGY, AHMEDABAD",MECHANICAL ENGINEERING,ST,GUJCET-Based,Self-Finance,20585.00,35379.00,
"INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY OF SCIENCE & TECHNOLOGY, AHMEDABAD",CHEMICAL ENGINEERING,ST,GUJCET-Based,Self-Finance,30690.00,30690.00,
"INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY OF SCIENCE & TECHNOLOGY, AHMEDABAD",ELECTRONICS & COMMUNICATION ENGINEERING,GEN-PH,GUJCET-Based,Self-Finance,32557.00,32557.00,
"INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY OF SCIENCE & TECHNOLOGY, AHMEDABAD",ARTIFICIAL INTELLIGENCE(AI) AND MACHINE LEARNING,GEN-PH,GUJCET-Based,Self-Finance,34738.00,34738.00,
"INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY OF SCIENCE & TECHNOLOGY, AHMEDABAD",COMPUTER SCIENCE & ENGINEERING,GEN-PH,GUJCET-Based,Self-Finance,38961.00,38961.00,
IPCOWALA INSTITUTE OF ENGINEERING AND TECHNOLOGY DHARMAJ,COMPUTER ENGINEERING,GEN,GUJCET-Based,Self-Finance,9049.00,38726.00,
IPCOWALA INSTITUTE OF ENGINEERING AND TECHNOLOGY DHARMAJ,MECHANICAL ENGINEERING,GEN,GUJCET-Based,Self-Finance,31768.00,33578.00,
"ITM (SLS) BARODA UNIVERSITY (FORMERLY KNOWN AS ITM UNIVERSE), VADODARA",COMPUTER SCIENCE & ENGINEERING,GEN,GUJCET-Based,Self-Finance,2617.00,26041.00,
"ITM (SLS) BARODA UNIVERSITY (FORMERLY KNOWN AS ITM UNIVERSE), VADODARA",COMPUTER SCIENCE & ENGINEERING (CYBER SECURITY),GEN,GUJCET-Based,Self-Finance,9270.00,30530.00,
"ITM (SLS) BARODA UNIVERSITY (FORMERLY KNOWN AS ITM UNIVERSE), VADODARA",CHEMICAL ENGINEERING,GEN,GUJCET-Based,Self-Finance,10087.00,37445.00,
"ITM (SLS) BARODA UNIVERSITY (FORMERLY KNOWN AS ITM UNIVERSE), VADODARA",COMPUTER SCIENCE & ENGINEERING (ARTIFICIAL INTELLIGENCE),GEN,GUJCET-Based,Self-Finance,10177.00,28825.00,
"ITM (SLS) BARODA UNIVERSITY (FORMERLY KNOWN AS ITM UNIVERSE), VADODARA",INFORMATION TECHNOLOGY,GEN,GUJCET-Based,Self-Finance,12590.00,32710.00,
"ITM (SLS) BARODA UNIVERSITY (FORMERLY KNOWN AS ITM UNIVERSE), VADODARA",ROBOTICS AND AUTOMATION - TFWS,TFWs,GUJCET-Based,Self-Finance,14478.00,14478.00,
"ITM (SLS) BARODA UNIVERSITY (FORMERLY KNOWN AS ITM UNIVERSE), VADODARA",MECHANICAL ENGINEERING,GEN,GUJCET-Based,Self-Finance,19894.00,34320.00,
"ITM (SLS) BARODA UNIVERSITY (FORMERLY KNOWN AS ITM UNIVERSE), VADODARA",COMPUTER SCIENCE & ENGINEERING,SEBC,GUJCET-Based,Self-Finance,26502.00,38829.00,
"ITM (SLS) BARODA UNIVERSITY (FORMERLY KNOWN AS ITM UNIVERSE), VADODARA",COMPUTER SCIENCE & ENGINEERING,EWS,GUJCET-Based,Self-Finance,27527.00,31281.00,
"ITM (SLS) BARODA UNIVERSITY (FORMERLY KNOWN AS ITM UNIVERSE), VADODARA",COMPUTER SCIENCE & ENGINEERING,SC,GUJCET-Based,Self-Finance,28640.00,38320.00,
"ITM (SLS) BARODA UNIVERSITY (FORMERLY KNOWN AS ITM UNIVERSE), VADODARA",COMPUTER SCIENCE & ENGINEERING (CYBER SECURITY),ST,GUJCET-Based,Self-Finance,32908.00,32908.00,
"ITM (SLS) BARODA UNIVERSITY (FORMERLY KNOWN AS ITM UNIVERSE), VADODARA",COMPUTER SCIENCE & ENGINEERING (ARTIFICIAL INTELLIGENCE),SEBC,GUJCET-Based,Self-Finance,32993.00,37155.00,
"ITM (SLS) BARODA UNIVERSITY (FORMERLY KNOWN AS ITM UNIVERSE), VADODARA",INFORMATION TECHNOLOGY,SEBC,GUJCET-Based,Self-Finance,33188.00,35465.00,
"ITM (SLS) BARODA UNIVERSITY (FORMERLY KNOWN AS ITM UNIVERSE), VADODARA",COMPUTER SCIENCE & ENGINEERING (CYBER SECURITY),EWS,GUJCET-Based,Self-Finance,33734.00,36137.00,
"ITM (SLS) BARODA UNIVERSITY (FORMERLY KNOWN AS ITM UNIVERSE), VADODARA",INFORMATION TECHNOLOGY,EWS,GUJCET-Based,Self-Finance,33795.00,36900.00,
"ITM (SLS) BARODA UNIVERSITY (FORMERLY KNOWN AS ITM UNIVERSE), VADODARA",COMPUTER SCIENCE & ENGINEERING (ARTIFICIAL INTELLIGENCE),EWS,GUJCET-Based,Self-Finance,35519.00,38942.00,
"ITM (SLS) BARODA UNIVERSITY (FORMERLY KNOWN AS ITM UNIVERSE), VADODARA",COMPUTER SCIENCE & ENGINEERING (CYBER SECURITY),SEBC,GUJCET-Based,Self-Finance,36001.00,37111.00,
"ITM (SLS) BARODA UNIVERSITY (FORMERLY KNOWN AS ITM UNIVERSE), VADODARA",INFORMATION TECHNOLOGY,ST,GUJCET-Based,Self-Finance,36016.00,36016.00,
"ITM (SLS) BARODA UNIVERSITY (FORMERLY KNOWN AS ITM UNIVERSE), VADODARA",COMPUTER SCIENCE & ENGINEERING,ST,GUJCET-Based,Self-Finance,36164.00,36164.00,
"ITM (SLS) BARODA UNIVERSITY (FORMERLY KNOWN AS ITM UNIVERSE), VADODARA",ROBOTICS AND AUTOMATION,GEN,GUJCET-Based,Self-Finance,37327.00,38642.00,
"ITM VOCATIONAL UNIVERSITY, WAGHODIA, DIST: VADODARA",COMPUTER ENGINEERING (CLOUD TECH. & INFO.SEC.),GEN,GUJCET-Based,Self-Finance,5580.00,38112.00,
"ITM VOCATIONAL UNIVERSITY, WAGHODIA, DIST: VADODARA",COMPUTER ENGINEERING (DATA SCIENCE),GEN,GUJCET-Based,Self-Finance,11584.00,29671.00,
"ITM VOCATIONAL UNIVERSITY, WAGHODIA, DIST: VADODARA",MECHANICAL ENGINEERING,GEN,GUJCET-Based,Self-Finance,22803.00,32164.00,
"ITM VOCATIONAL UNIVERSITY, WAGHODIA, DIST: VADODARA",COMPUTER ENGINEERING (DATA SCIENCE),EWS,GUJCET-Based,Self-Finance,37915.00,37915.00,
"JG UNIVERSITY - SCHOOL OF ENGINEERING, AHMEDABAD",ARTIFICIAL INTELLIGENCE(AI) AND MACHINE LEARNING - TFW,TFWs,GUJCET-Based,Self-Finance,4318.00,16021.00,
"JG UNIVERSITY - SCHOOL OF ENGINEERING, AHMEDABAD",COMPUTER SCIENCE & ENGINEERING,GEN,GUJCET-Based,Self-Finance,5976.00,38912.00,
"JG UNIVERSITY - SCHOOL OF ENGINEERING, AHMEDABAD",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE - TFWS,TFWs,GUJCET-Based,Self-Finance,8351.00,16378.00,
"JG UNIVERSITY - SCHOOL OF ENGINEERING, AHMEDABAD",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,GEN,GUJCET-Based,Self-Finance,9711.00,38560.00,
"JG UNIVERSITY - SCHOOL OF ENGINEERING, AHMEDABAD",ARTIFICIAL INTELLIGENCE(AI) AND MACHINE LEARNING,GEN,GUJCET-Based,Self-Finance,12180.00,38936.00,
"JG UNIVERSITY - SCHOOL OF ENGINEERING, AHMEDABAD",INFORMATION TECHNOLOGY,GEN,GUJCET-Based,Self-Finance,15301.00,38901.00,
"K.J. INSTITUTE OF ENGG. AND TECH., SAVALI",COMPUTER ENGINEERING,GEN,GUJCET-Based,Self-Finance,12418.00,38690.00,
"K.J. INSTITUTE OF ENGG. AND TECH., SAVALI",INFORMATION TECHNOLOGY,GEN,GUJCET-Based,Self-Finance,14257.00,34196.00,
"K.J. INSTITUTE OF ENGG. AND TECH., SAVALI",MECHANICAL ENGINEERING,GEN,GUJCET-Based,Self-Finance,22386.00,35044.00,
"K.J. INSTITUTE OF ENGG. AND TECH., SAVALI",ELECTRONICS & COMMUNICATION ENGINEERING,GEN,GUJCET-Based,Self-Finance,25136.00,36883.00,
"K.J. INSTITUTE OF ENGG. AND TECH., SAVALI",CIVIL ENGINEERING,GEN,GUJCET-Based,Self-Finance,27920.00,27920.00,
"KALOL INSTITUTE OF TECH. & RESEARCH CENTER ,KALOL",INFORMATION TECHNOLOGY,GEN,GUJCET-Based,Self-Finance,9813.00,30869.00,
"KALOL INSTITUTE OF TECH. & RESEARCH CENTER ,KALOL",COMPUTER ENGINEERING,GEN,GUJCET-Based,Self-Finance,22775.00,35264.00,
"KALOL INSTITUTE OF TECH. & RESEARCH CENTER ,KALOL",MECHANICAL ENGINEERING,GEN,GUJCET-Based,Self-Finance,34033.00,34033.00,
"KALOL INSTITUTE OF TECH. & RESEARCH CENTER ,KALOL",ELECTRONICS & COMMUNICATION (COMMUNICATION SYSTEM ENGG.),GEN,GUJCET-Based,Self-Finance,34647.00,34647.00,
"KANKESHWARI DEVI COLLEGE OF ENGINEERING, JAMNAGAR",COMPUTER ENGINEERING,GEN,GUJCET-Based,Self-Finance,12850.00,38202.00,
"KRISHNA SCHOOL OF EMERGING TECHNOLOGY & APPLIED RESEARCH (FORMERLY KNOWN AS BABARIA INSTITUTE OF TECHNOLOGY) , VARNAMA, VADODARA",COMPUTER SCIENCE & ENGINEERING - TFWS,TFWs,GUJCET-Based,Self-Finance,2806.00,13115.00,
"KRISHNA SCHOOL OF EMERGING TECHNOLOGY & APPLIED RESEARCH (FORMERLY KNOWN AS BABARIA INSTITUTE OF TECHNOLOGY) , VARNAMA, VADODARA",COMPUTER SCIENCE & ENGINEERING,GEN,GUJCET-Based,Self-Finance,7609.00,38837.00,
"KRISHNA SCHOOL OF EMERGING TECHNOLOGY & APPLIED RESEARCH (FORMERLY KNOWN AS BABARIA INSTITUTE OF TECHNOLOGY) , VARNAMA, VADODARA",INFORMATION TECHNOLOGY,GEN,GUJCET-Based,Self-Finance,10204.00,37907.00,
"KRISHNA SCHOOL OF EMERGING TECHNOLOGY & APPLIED RESEARCH (FORMERLY KNOWN AS BABARIA INSTITUTE OF TECHNOLOGY) , VARNAMA, VADODARA",ELECTRICAL ENGINEERING,GEN,GUJCET-Based,Self-Finance,12502.00,37118.00,
"KRISHNA SCHOOL OF EMERGING TECHNOLOGY & APPLIED RESEARCH (FORMERLY KNOWN AS BABARIA INSTITUTE OF TECHNOLOGY) , VARNAMA, VADODARA",MECHANICAL ENGINEERING,GEN,GUJCET-Based,Self-Finance,18731.00,32734.00,
"KRISHNA SCHOOL OF EMERGING TECHNOLOGY & APPLIED RESEARCH (FORMERLY KNOWN AS BABARIA INSTITUTE OF TECHNOLOGY) , VARNAMA, VADODARA",CIVIL ENGINEERING,GEN,GUJCET-Based,Self-Finance,22146.00,34781.00,
"KRISHNA SCHOOL OF TECHNOLOGY, VARNAMA, VADODARA",FOOD TECHNOLOGY,GEN,GUJCET-Based,Self-Finance,3708.00,38964.00,
"KRISHNA SCHOOL OF TECHNOLOGY, VARNAMA, VADODARA",FOOD TECHNOLOGY -TFW,TFWs,GUJCET-Based,Self-Finance,4467.00,13689.00,
"KRISHNA SCHOOL OF TECHNOLOGY, VARNAMA, VADODARA",COMPUTER ENGINEERING - TFWS,TFWs,GUJCET-Based,Self-Finance,10386.00,13903.00,
"KRISHNA SCHOOL OF TECHNOLOGY, VARNAMA, VADODARA",COMPUTER SCIENCE & ENGINEERING (CYBER SECURITY),GEN,GUJCET-Based,Self-Finance,15877.00,33520.00,
"KRISHNA SCHOOL OF TECHNOLOGY, VARNAMA, VADODARA",COMPUTER ENGINEERING,GEN,GUJCET-Based,Self-Finance,17344.00,38199.00,
"KRISHNA SCHOOL OF TECHNOLOGY, VARNAMA, VADODARA",COMPUTER ENGINEERING (ARTIFICIAL INTELLIGENCE),GEN,GUJCET-Based,Self-Finance,24554.00,38277.00,
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",INFORMATION TECHNOLOGY - TFWS,TFWs,GUJCET-Based,Govt/GIA,41.00,635.00,
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",COMPUTER ENGINEERING - TFWS,TFWs,GUJCET-Based,Govt/GIA,69.00,274.00,
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",COMPUTER ENGINEERING,GEN,GUJCET-Based,Govt/GIA,123.00,530.00,
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",ARTIFICIAL INTELLIGENCE(AI) AND MACHINE LEARNING,GEN,GUJCET-Based,Govt/GIA,212.00,1195.00,
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",ARTIFICIAL INTELLIGENCE(AI) AND MACHINE LEARNING - TFW,TFWs,GUJCET-Based,Govt/GIA,229.00,550.00,
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",INFORMATION TECHNOLOGY,GEN,GUJCET-Based,Govt/GIA,355.00,1010.00,
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",COMPUTER ENGINEERING,EWS,GUJCET-Based,Govt/GIA,535.00,607.00,
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",COMPUTER ENGINEERING,SC,GUJCET-Based,Govt/GIA,536.00,2336.00,
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",COMPUTER ENGINEERING,SEBC,GUJCET-Based,Govt/GIA,545.00,906.00,
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",ELECTRONICS & COMMUNICATION ENGINEERING - TFWS,TFWs,GUJCET-Based,Govt/GIA,551.00,1524.00,
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",ELECTRICAL ENGINEERING,GEN,GUJCET-Based,Govt/GIA,673.00,6230.00,
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",MECHANICAL ENGINEERING,GEN,GUJCET-Based,Govt/GIA,692.00,4802.00,
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",ELECTRONICS & COMMUNICATION ENGINEERING,GEN,GUJCET-Based,Govt/GIA,758.00,2650.00,
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",MECHANICAL ENGINEERING - TFWS,TFWs,GUJCET-Based,Govt/GIA,844.00,2352.00,
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",CIVIL ENGINEERING - TFWS,TFWs,GUJCET-Based,Govt/GIA,883.00,3071.00,
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",ELECTRICAL ENGINEERING - TFWS,TFWs,GUJCET-Based,Govt/GIA,975.00,3220.00,
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",INFORMATION TECHNOLOGY,EWS,GUJCET-Based,Govt/GIA,1012.00,1120.00,
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",INFORMATION TECHNOLOGY,SEBC,GUJCET-Based,Govt/GIA,1023.00,1544.00,
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",ARTIFICIAL INTELLIGENCE(AI) AND MACHINE LEARNING,EWS,GUJCET-Based,Govt/GIA,1203.00,1289.00,
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",ARTIFICIAL INTELLIGENCE(AI) AND MACHINE LEARNING,SEBC,GUJCET-Based,Govt/GIA,1323.00,2160.00,
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",CHEMICAL ENGINEERING - TFWS,TFWs,GUJCET-Based,Govt/GIA,1345.00,2168.00,
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",CHEMICAL ENGINEERING,GEN,GUJCET-Based,Govt/GIA,1371.00,4434.00,
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",AUTOMOBILE ENGINEERING - TFWS,TFWs,GUJCET-Based,Govt/GIA,1434.00,14124.00,
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",ROBOTICS AND AUTOMATION,GEN,GUJCET-Based,Govt/GIA,1449.00,5107.00,
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",CIVIL ENGINEERING,GEN,GUJCET-Based,Govt/GIA,1515.00,7090.00,
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",ARTIFICIAL INTELLIGENCE(AI) AND MACHINE LEARNING,SC,GUJCET-Based,Govt/GIA,1687.00,3459.00,
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",ENVIRONMENTAL ENGINEERING,GEN,GUJCET-Based,Govt/GIA,2182.00,14539.00,
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",INSTRUMENTATION & CONTROL ENGINEERING,GEN,GUJCET-Based,Govt/GIA,2286.00,9971.00,
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",COMPUTER ENGINEERING,ST,GUJCET-Based,Govt/GIA,2440.00,11635.00,
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",ROBOTICS AND AUTOMATION - TFWS,TFWs,GUJCET-Based,Govt/GIA,2485.00,3316.00,
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",ARTIFICIAL INTELLIGENCE(AI) AND MACHINE LEARNING,ST,GUJCET-Based,Govt/GIA,2603.00,18005.00,
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",ELECTRONICS & COMMUNICATION ENGINEERING,EWS,GUJCET-Based,Govt/GIA,2670.00,3118.00,
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",ELECTRONICS & COMMUNICATION ENGINEERING,SEBC,GUJCET-Based,Govt/GIA,2731.00,4524.00,
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",INFORMATION TECHNOLOGY,SC,GUJCET-Based,Govt/GIA,2976.00,4442.00,
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",ENVIRONMENTAL ENGINEERING - TFWS,TFWs,GUJCET-Based,Govt/GIA,3394.00,8310.00,
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",AUTOMOBILE ENGINEERING,GEN,GUJCET-Based,Govt/GIA,3847.00,17959.00,
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",INFORMATION TECHNOLOGY,ST,GUJCET-Based,Govt/GIA,4171.00,15421.00,
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",INSTRUMENTATION & CONTROL ENGINEERING - TFWS,TFWs,GUJCET-Based,Govt/GIA,4187.00,5330.00,
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",COMPUTER ENGINEERING,ESM,GUJCET-Based,Govt/GIA,4337.00,4337.00,
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",CHEMICAL ENGINEERING,SEBC,GUJCET-Based,Govt/GIA,4698.00,7336.00,
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",CHEMICAL ENGINEERING,EWS,GUJCET-Based,Govt/GIA,4723.00,5216.00,
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",CHEMICAL ENGINEERING,ST,GUJCET-Based,Govt/GIA,4866.00,22943.00,
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",MECHANICAL ENGINEERING,EWS,GUJCET-Based,Govt/GIA,4993.00,5975.00,
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",MECHANICAL ENGINEERING,SEBC,GUJCET-Based,Govt/GIA,4994.00,8727.00,
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",MECHANICAL ENGINEERING,SC,GUJCET-Based,Govt/GIA,5039.00,14259.00,
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",ROBOTICS AND AUTOMATION,EWS,GUJCET-Based,Govt/GIA,5142.00,5886.00,
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",ROBOTICS AND AUTOMATION,SEBC,GUJCET-Based,Govt/GIA,5524.00,12678.00,
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",INFORMATION TECHNOLOGY,ESM,GUJCET-Based,Govt/GIA,6177.00,6177.00,
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",ELECTRICAL ENGINEERING,EWS,GUJCET-Based,Govt/GIA,6318.00,7131.00,
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",ELECTRICAL ENGINEERING,SEBC,GUJCET-Based,Govt/GIA,6454.00,10814.00,
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",ROBOTICS AND AUTOMATION,SC,GUJCET-Based,Govt/GIA,7065.00,15269.00,
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",ELECTRICAL ENGINEERING,SC,GUJCET-Based,Govt/GIA,7163.00,18234.00,
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",CIVIL ENGINEERING,SC,GUJCET-Based,Govt/GIA,7276.00,17560.00,
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",CIVIL ENGINEERING,SEBC,GUJCET-Based,Govt/GIA,7292.00,12059.00,
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",CIVIL ENGINEERING,ST,GUJCET-Based,Govt/GIA,7331.00,17816.00,
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",CIVIL ENGINEERING,EWS,GUJCET-Based,Govt/GIA,7391.00,9034.00,
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",ELECTRONICS & COMMUNICATION ENGINEERING,SC,GUJCET-Based,Govt/GIA,7773.00,12090.00,
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",ELECTRONICS & COMMUNICATION ENGINEERING,ST,GUJCET-Based,Govt/GIA,7967.00,33152.00,
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",BIOMEDICAL ENGINEERING,GEN,GUJCET-Based,Govt/GIA,8045.00,25408.00,
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",CHEMICAL ENGINEERING,SC,GUJCET-Based,Govt/GIA,8365.00,9849.00,
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",COMPUTER ENGINEERING,GEN-PH,GUJCET-Based,Govt/GIA,8426.00,13194.00,
"L.D.COLLEGE OF ENGINEERING, AHMEDABAD",MECHANICAL ENGINEERING,ST,GUJCET-Based,Govt/GIA,8475.00,28861.00,
